Fx, Fy, Fz, F.Mag
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
-0.03735793,0.001459418,-0.003487155,0.0375487,
-0.03735793,0.001459418,-0.003487155,0.0375487,
-0.03735793,0.001459418,-0.003487155,0.0375487,
-0.03735793,0.001459418,-0.003487155,0.0375487,
-0.03735793,0.001459418,-0.003487155,0.0375487,
-0.03735793,0.001459418,-0.003487155,0.0375487,
-0.03735793,0.001459418,-0.003487155,0.0375487,
-0.03735793,0.001459418,-0.003487155,0.0375487,
-0.03735793,0.001459418,-0.003487155,0.0375487,
-0.03735793,0.001459418,-0.003487155,0.0375487,
-0.03735793,0.001459418,-0.003487155,0.0375487,
-0.03735793,0.001459418,-0.003487155,0.0375487,
-0.04894768,0.00150436,-0.003904193,0.04912617,
-0.04894768,0.00150436,-0.003904193,0.04912617,
-0.04894768,0.00150436,-0.003904193,0.04912617,
-0.04894768,0.00150436,-0.003904193,0.04912617,
-0.04894768,0.00150436,-0.003904193,0.04912617,
-0.04894768,0.00150436,-0.003904193,0.04912617,
-0.04894768,0.00150436,-0.003904193,0.04912617,
-0.04894768,0.00150436,-0.003904193,0.04912617,
-0.04894768,0.00150436,-0.003904193,0.04912617,
-0.04894768,0.00150436,-0.003904193,0.04912617,
-0.05231557,0.001470578,-0.004763441,0.05255256,
-0.05231557,0.001470578,-0.004763441,0.05255256,
-0.05231557,0.001470578,-0.004763441,0.05255256,
-0.05231557,0.001470578,-0.004763441,0.05255256,
-0.05231557,0.001470578,-0.004763441,0.05255256,
-0.05231557,0.001470578,-0.004763441,0.05255256,
-0.05231557,0.001470578,-0.004763441,0.05255256,
-0.05231557,0.001470578,-0.004763441,0.05255256,
-0.05231557,0.001470578,-0.004763441,0.05255256,
-0.05231557,0.001470578,-0.004763441,0.05255256,
-0.05231557,0.001470578,-0.004763441,0.05255256,
-0.05231557,0.001470578,-0.004763441,0.05255256,
-0.05440633,0.001693868,-0.006570307,0.05482779,
-0.05440633,0.001693868,-0.006570307,0.05482779,
-0.05440633,0.001693868,-0.006570307,0.05482779,
-0.05440633,0.001693868,-0.006570307,0.05482779,
-0.05440633,0.001693868,-0.006570307,0.05482779,
-0.05440633,0.001693868,-0.006570307,0.05482779,
-0.05440633,0.001693868,-0.006570307,0.05482779,
-0.05440633,0.001693868,-0.006570307,0.05482779,
-0.05440633,0.001693868,-0.006570307,0.05482779,
-0.05440633,0.001693868,-0.006570307,0.05482779,
-0.05440633,0.001693868,-0.006570307,0.05482779,
-0.05440633,0.001693868,-0.006570307,0.05482779,
-0.05499694,0.00204371,-0.008664989,0.05571286,
-0.05499694,0.00204371,-0.008664989,0.05571286,
-0.05499694,0.00204371,-0.008664989,0.05571286,
-0.05499694,0.00204371,-0.008664989,0.05571286,
-0.05499694,0.00204371,-0.008664989,0.05571286,
-0.05499694,0.00204371,-0.008664989,0.05571286,
-0.05499694,0.00204371,-0.008664989,0.05571286,
-0.05499694,0.00204371,-0.008664989,0.05571286,
-0.05499694,0.00204371,-0.008664989,0.05571286,
-0.05499694,0.00204371,-0.008664989,0.05571286,
-0.05499694,0.00204371,-0.008664989,0.05571286,
-0.0549407,0.00232897,-0.01026592,0.0559401,
-0.0549407,0.00232897,-0.01026592,0.0559401,
-0.0549407,0.00232897,-0.01026592,0.0559401,
-0.0549407,0.00232897,-0.01026592,0.0559401,
-0.0549407,0.00232897,-0.01026592,0.0559401,
-0.0549407,0.00232897,-0.01026592,0.0559401,
-0.0549407,0.00232897,-0.01026592,0.0559401,
-0.0549407,0.00232897,-0.01026592,0.0559401,
-0.0549407,0.00232897,-0.01026592,0.0559401,
-0.0549407,0.00232897,-0.01026592,0.0559401,
-0.0549407,0.00232897,-0.01026592,0.0559401,
-0.0549407,0.00232897,-0.01026592,0.0559401,
-0.05565885,0.002561531,-0.01167713,0.05692824,
-0.05565885,0.002561531,-0.01167713,0.05692824,
-0.05565885,0.002561531,-0.01167713,0.05692824,
-0.05565885,0.002561531,-0.01167713,0.05692824,
-0.05565885,0.002561531,-0.01167713,0.05692824,
-0.05565885,0.002561531,-0.01167713,0.05692824,
-0.05565885,0.002561531,-0.01167713,0.05692824,
-0.05565885,0.002561531,-0.01167713,0.05692824,
-0.05565885,0.002561531,-0.01167713,0.05692824,
-0.05565885,0.002561531,-0.01167713,0.05692824,
-0.05565885,0.002561531,-0.01167713,0.05692824,
-0.05565885,0.002561531,-0.01167713,0.05692824,
-0.05887473,0.00272282,-0.01361135,0.06048898,
-0.05887473,0.00272282,-0.01361135,0.06048898,
-0.05887473,0.00272282,-0.01361135,0.06048898,
-0.05887473,0.00272282,-0.01361135,0.06048898,
-0.05887473,0.00272282,-0.01361135,0.06048898,
-0.05887473,0.00272282,-0.01361135,0.06048898,
-0.05887473,0.00272282,-0.01361135,0.06048898,
-0.05887473,0.00272282,-0.01361135,0.06048898,
-0.05887473,0.00272282,-0.01361135,0.06048898,
-0.05887473,0.00272282,-0.01361135,0.06048898,
-0.05887473,0.00272282,-0.01361135,0.06048898,
-0.06490207,0.003082709,-0.01674013,0.06709705,
-0.06490207,0.003082709,-0.01674013,0.06709705,
-0.06490207,0.003082709,-0.01674013,0.06709705,
-0.06490207,0.003082709,-0.01674013,0.06709705,
-0.06490207,0.003082709,-0.01674013,0.06709705,
-0.06490207,0.003082709,-0.01674013,0.06709705,
-0.06490207,0.003082709,-0.01674013,0.06709705,
-0.06490207,0.003082709,-0.01674013,0.06709705,
-0.06490207,0.003082709,-0.01674013,0.06709705,
-0.06490207,0.003082709,-0.01674013,0.06709705,
-0.06490207,0.003082709,-0.01674013,0.06709705,
-0.06490207,0.003082709,-0.01674013,0.06709705,
-0.06490207,0.003082709,-0.01674013,0.06709705,
-0.0738701,0.003676653,-0.02156922,0.07704246,
-0.0738701,0.003676653,-0.02156922,0.07704246,
-0.0738701,0.003676653,-0.02156922,0.07704246,
-0.0738701,0.003676653,-0.02156922,0.07704246,
-0.0738701,0.003676653,-0.02156922,0.07704246,
-0.0738701,0.003676653,-0.02156922,0.07704246,
-0.0738701,0.003676653,-0.02156922,0.07704246,
-0.0738701,0.003676653,-0.02156922,0.07704246,
-0.0738701,0.003676653,-0.02156922,0.07704246,
-0.08494088,0.004320096,-0.02728319,0.08931959,
-0.08494088,0.004320096,-0.02728319,0.08931959,
-0.08494088,0.004320096,-0.02728319,0.08931959,
-0.08494088,0.004320096,-0.02728319,0.08931959,
-0.08494088,0.004320096,-0.02728319,0.08931959,
-0.08494088,0.004320096,-0.02728319,0.08931959,
-0.08494088,0.004320096,-0.02728319,0.08931959,
-0.08494088,0.004320096,-0.02728319,0.08931959,
-0.08494088,0.004320096,-0.02728319,0.08931959,
-0.08494088,0.004320096,-0.02728319,0.08931959,
-0.08494088,0.004320096,-0.02728319,0.08931959,
-0.09716429,0.004883127,-0.03434744,0.1031721,
-0.09716429,0.004883127,-0.03434744,0.1031721,
-0.09716429,0.004883127,-0.03434744,0.1031721,
-0.09716429,0.004883127,-0.03434744,0.1031721,
-0.09716429,0.004883127,-0.03434744,0.1031721,
-0.09716429,0.004883127,-0.03434744,0.1031721,
-0.09716429,0.004883127,-0.03434744,0.1031721,
-0.09716429,0.004883127,-0.03434744,0.1031721,
-0.09716429,0.004883127,-0.03434744,0.1031721,
-0.09716429,0.004883127,-0.03434744,0.1031721,
-0.09716429,0.004883127,-0.03434744,0.1031721,
-0.09716429,0.004883127,-0.03434744,0.1031721,
-0.1113336,0.005122803,-0.04379998,0.1197492,
-0.1113336,0.005122803,-0.04379998,0.1197492,
-0.1113336,0.005122803,-0.04379998,0.1197492,
-0.1113336,0.005122803,-0.04379998,0.1197492,
-0.1113336,0.005122803,-0.04379998,0.1197492,
-0.1113336,0.005122803,-0.04379998,0.1197492,
-0.1113336,0.005122803,-0.04379998,0.1197492,
-0.1113336,0.005122803,-0.04379998,0.1197492,
-0.1113336,0.005122803,-0.04379998,0.1197492,
-0.1113336,0.005122803,-0.04379998,0.1197492,
-0.1113336,0.005122803,-0.04379998,0.1197492,
-0.1268301,0.005674669,-0.05792342,0.1395464,
-0.1268301,0.005674669,-0.05792342,0.1395464,
-0.1268301,0.005674669,-0.05792342,0.1395464,
-0.1268301,0.005674669,-0.05792342,0.1395464,
-0.1268301,0.005674669,-0.05792342,0.1395464,
-0.1268301,0.005674669,-0.05792342,0.1395464,
-0.1268301,0.005674669,-0.05792342,0.1395464,
-0.1268301,0.005674669,-0.05792342,0.1395464,
-0.1268301,0.005674669,-0.05792342,0.1395464,
-0.1268301,0.005674669,-0.05792342,0.1395464,
-0.1268301,0.005674669,-0.05792342,0.1395464,
-0.1268301,0.005674669,-0.05792342,0.1395464,
-0.1417876,0.006453102,-0.07560589,0.1608155,
-0.1417876,0.006453102,-0.07560589,0.1608155,
-0.1417876,0.006453102,-0.07560589,0.1608155,
-0.1417876,0.006453102,-0.07560589,0.1608155,
-0.1417876,0.006453102,-0.07560589,0.1608155,
-0.1417876,0.006453102,-0.07560589,0.1608155,
-0.1417876,0.006453102,-0.07560589,0.1608155,
-0.1417876,0.006453102,-0.07560589,0.1608155,
-0.1417876,0.006453102,-0.07560589,0.1608155,
-0.1417876,0.006453102,-0.07560589,0.1608155,
-0.1417876,0.006453102,-0.07560589,0.1608155,
-0.1463567,0.008437555,-0.06112048,0.1588307,
-0.1463567,0.008437555,-0.06112048,0.1588307,
-0.1463567,0.008437555,-0.06112048,0.1588307,
-0.1463567,0.008437555,-0.06112048,0.1588307,
